#-------------------------------------------
# Food Diary Report - Detailed Report,"понедельник, апреля 20, 2020","воскресенье, апреля 26, 2020"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Cреднесуточная норма,Кал ( ккал),Жир( г),Углев( г),Белк( г)
Всего,1868,"66,12","209,96","111,23"
Завтрак,488,"13,73","58,44","34,55"
Обед,474,"19,27","39,77","34,78"
Ужин,550,"18,22","68,88","28,67"
Перекус/Другое,356,"14,9","42,86","13,22"

#-------------------------------------------
# Report Details
#-------------------------------------------
Дата,Кал ( ккал),Жир( г),Н/жир( г),Углев( г),Клетч( г),Сахар( г),Белк( г),Натри( мг),Холес( мг),Калий( мг)
  5 Морей Горбуша Натуральная,277,"11,88",,0,,,"41,58",,,
   198 г
  Картошка Вареная,162,"0,19","0,049","37,43","3,3","1,62","3,48",515,0,
   198 г
  Пятерочка Лук Репчатый,11,0,,"2,81",,,"0,38",,,
   27 г
 Перекус/Другое,571,"28,24","0,151","70,27","5,8","6,35","12,11",707,0,365
"  БМК Молоко 3,2%",65,"3,49",,"5,12",,,"3,27",,,
   109 г
  Картошка Вареная,221,"0,26","0,067","51,04","4,6","2,21","4,75",702,0,
   270 г
"  Экомилк Масло Сливочное 72,5%",86,"9,42",,"0,18",,,"0,13",,,
   13 г
  Огурец (с Кожурой),37,"0,27","0,084",9,"1,2","4,14","1,61",5,0,365
   248 г
  Пятерочка Лук Репчатый,8,0,,"2,08",,,"0,28",,,
   20 г
  Ростагроэкспорт Сметана 20%,151,"14,8",,"2,52",,,"1,85",,,
   74 г
  ФЭГ Огурцы Солёные,3,0,0,"0,33",,,"0,22",,,
   22 г

"среда, апреля 22, 2020",1795,"84,76","18,406","126,12","21,13","32,76","128,83",759,0,516
 Завтрак,414,"13,08","4,81","22,61","2,96","6,09","49,92",,,
  Бабаевский Шоколад Элитный 75%,111,"7,77","4,81","6,72","2,96","6,09","2,2",,,
   21 г
"  Простоквашино Творог Рассыпчатый 0,2%",136,"0,31",,"5,39",,,"27,72",,,
   154 г
  Савушкин Продукт Йогурт Греческий Teos 2%,167,5,,"10,5",,,20,,,
   250 г
 Обед,709,"37,75","0,956","28,65","4,7","8,46","64,38",51,0,418
"  БМК Молоко 3,2%",25,"1,34",,"1,97",,,"1,26",,,
   42 г
  Капуста Белокочанная,29,"0,27","0,025","6,21","2,6","1,7","1,88",45,0,
   109 г
  Огурец (с Кожурой),32,"0,23","0,071","7,62",1,"3,51","1,36",4,0,309
   210 г
  Ростагроэкспорт Сметана 20%,161,"15,8",,"2,69",,,"1,98",,,
   79 г
  Петелинка Куриная Грудка без Кожи,332,"11,08",,0,,,"55,4",,,
   277 г
  Лук,32,"0,06","0,02","7,68","1,1","3,25","0,7",2,0,109
   76 г
  Олейна Масло Растительное ,63,"6,99","0,84",0,,0,0,,,
   7 г
"  Фермерский Продукт Кефир 3,2%",35,"1,98",,"2,48",,,"1,8",,,
   62 г
 Ужин,672,"33,93","12,64","74,86","13,47","18,21","14,53",708,0,98
  Картошка Вареная,213,"0,25","0,064","49,15","4,4","2,13","4,57",676,0,
   260 г
  Олейна Масло Растительное ,117,"12,99","1,56",0,,0,0,,,
   13 г
  Огурец (без Кожуры),9,"0,12","0,009","1,56","0,5","0,99","0,42",1,0,98
   72 г
  Капуста Белокочанная,20,"0,19","0,017","4,28","1,8","1,17","1,3",31,0,
   75 г
"  Фермерский Продукт Кефир 3,2%",47,"2,62",,"3,28",,,"2,38",,,
   82 г
  ФЭГ Огурцы Солёные,12,0,0,"1,23",,,"0,82",,,
   82 г
  Бабаевский Шоколад Элитный 75%,254,"17,76","10,99","15,36","6,77","13,92","5,04",,,
   48 г
 Перекус/Другое,,,,,,,,,,

"четверг, апреля 23, 2020",1790,"71,64","1,646","175,55","14,49","78,53","113,34",27,0,397
 Завтрак,428,"9,12","0,29","77,06","7,64","35,28","12,69",,,
"  БМК Молоко 3,2%",166,"8,83",,"12,97",,,"8,28",,,
   276 г
  Магнит Банан,262,"0,29","0,29","64,09","7,64","35,28","4,41",,,
   294 г
 Обед,447,"16,81","0,859","13,58","1,2","1,82","59,25",11,0,146
  Капуста Белокочанная,6,"0,05","0,005","1,25","0,5","0,34","0,38",9,0,
   22 г
"  Фермерский Продукт Кефир 3,2%",55,"3,1",,"3,88",,,"2,81",,,
   97 г
  Пятерочка Лук Репчатый,24,0,,"6,14",,,"0,83",,,
   59 г
  Олейна Масло Растительное ,63,"6,99","0,84",0,,0,0,,,
   7 г
  Петелинка Филе Грудки без Кожи,286,"6,5",,0,0,0,"54,6",,,
   260 г
  Огурец (без Кожуры),13,"0,17","0,014","2,31","0,7","1,48","0,63",2,0,146
   107 г
 Ужин,673,"30,59","0,497","62,86","3,08","24,04","37,88",16,0,251
  ВкусВилл Творог 9%,345,"19,8",,"6,6",,,"35,2",,,
   220 г
  Ростагроэкспорт Сметана 20%,65,"6,4",,"1,09",,,"0,8",,,
   32 г
  ВкусВилл Джем Десертный Стерилизованный Апельсиново-Лимонный,89,"0,26",,"21,37","1,08","20,6","0,26",,,
   43 г
  ВкусВилл Варенье из Слив с Лимоном и Имбирем,104,0,,26,,,0,,,
   40 г
  Капуста,18,"0,09","0,012","4,18","1,7","2,68","1,08",14,0,184
   75 г
  Пятерочка Лук Репчатый,9,0,,"2,29",,,"0,31",,,
   22 г
  Томатный Соус,7,"0,04","0,005","1,33","0,3","0,76","0,23",2,0,67
   18 г
  Олейна Масло Растительное ,36,4,"0,48",0,,0,0,,,
   4 г
 Перекус/Другое,242,"15,12",,"22,05","2,57","17,39","3,52",,,
"  БМК Молоко 3,2%",28,"1,47",,"2,16",,,"1,38",,,
   46 г
  Бабаевский Шоколад Тёмный Люкс,214,"13,65",,"19,89","2,57","17,39","2,14",,,
   39 г

"пятница, апреля 24, 2020",1788,"36,03","2,56","234,28","2,09","23,11","131,49",,,
 Завтрак,497,"4,18",0,"71,52","1,1","21,08","42,99",,,
"  Простоквашино Творог Рассыпчатый 0,2%",156,"0,35",,"6,2",,,"31,86",,,
   177 г
  Савушкин Продукт Teos Йогурт Греческий 2%,85,"2,54",,"5,33",,,"10,16",,,
   127 г
  Окей Груша Аббат,83,"1,03",,"17,72",,,"0,71",,,
   172 г
  ВкусВилл Джем Десертный Стерилизованный Апельсиново-Лимонный,91,"0,26",,"21,87","1,1","21,08","0,26",,,
   44 г
  Махеевъ Джем Малиновый,82,0,0,"20,4",,,0,,,
   34 г
 Обед,464,"11,66",0,"77,17",,,"11,92",,,
  Макфа Гречка в Пакетиках ,254,"1,68",,"51,59",,,"8,04",,,
   67 г
  Юг Руси Масло Подсолнечное Нерафинированное,90,"9,98",,0,,,0,,,
   10 г
  Домашние Заготовки Лечо,99,0,,"23,46",,,"2,47",,,
   247 г
  ФЭГ Огурцы Солёные,21,0,0,"2,12",,,"1,41",,,
   141 г
 Ужин,475,"11,31","0,6","46,5",0,0,"48,19",,,
"  БМК Молоко 3,2%",26,"1,41",,"2,07",,,"1,32",,,
   44 г
  Алтайская Сказка Горох Колотый Шлифованный,235,"1,58",,"38,71",,,"18,17",,,
   79 г
  Петелинка Филе Грудки без Кожи,146,"3,32",,0,0,0,"27,93",,,
   133 г
  Пятерочка Лук Репчатый,23,0,,"5,72",,,"0,77",,,
   55 г
  Олейна Масло Растительное ,45,5,"0,6",0,,0,0,,,
   5 г
 Перекус/Другое,352,"8,88","1,96","39,09","0,99","2,03","28,39",,,
  Пятерочка Лук Репчатый,13,0,,"3,33",,,"0,45",,,
   32 г
  Петелинка Филе Грудки без Кожи,85,"1,92",,0,0,0,"16,17",,,
   77 г
  Алтайская Сказка Горох Колотый Шлифованный,137,"0,92",,"22,54",,,"10,58",,,
   46 г
  Олейна Масло Растительное ,27,3,"0,36",0,,0,0,,,
   3 г
  Бабаевский Шоколад Элитный 75%,37,"2,59","1,6","2,24","0,99","2,03","0,74",,,
   7 г
  Пятерочка Яблоко Сезонное ,53,"0,45",,"10,98",,,"0,45",,,
   112 г

"суббота, апреля 25, 2020",1792,"62,35","8,778","215,72","7,42","51,82","91,59",746,0,376
 Завтрак,507,"12,45","0,61","50,52","0,5","1,44","49,43",4,0,126
  Петелинка Филе Грудки без Кожи,145,"3,3",,0,0,0,"27,72",,,
   132 г
  Пятерочка Лук Репчатый,22,0,,"5,62",,,"0,76",,,
   54 г
  Алтайская Сказка Горох Колотый Шлифованный,235,"1,58",,"38,71",,,"18,17",,,
   79 г
  Олейна Масло Растительное ,45,5,"0,6",0,,0,0,,,
   5 г
  Томатный Соус,13,"0,07","0,01","2,52","0,5","1,44","0,44",4,0,126
   34 г
"  БМК Молоко 3,2%",47,"2,5",,"3,67",,,"2,34",,,
   78 г
 Обед,318,"8,09","1,2","51,34",,"24,19","8,41",,,
  ВкусВилл Паста Витаминная,214,"5,38",,"33,86",,"24,19","6,14",,,
   64 г
  ВкусВилл Хлебцы Гречневые Запечённые ,70,"0,61",,"14,15",,,"1,89",,,
   18 г
  ВкусВилл Молочный Шоколад с Манго,34,"2,1","1,2","3,33",,,"0,38",,,
   6 г
 Ужин,458,"19,54","3,368","64,36","5,6","5,17","7,25",742,0,250
  Олейна Масло Растительное ,153,"16,98","2,04",0,,0,0,,,
   17 г
  Картошка Вареная,233,"0,27","0,07","53,69","4,8","2,33","4,99",739,0,
   284 г
  Огурец (с Кожурой),26,"0,19","0,058","6,17","0,8","2,84","1,1",3,0,250
   170 г
  ФЭГ Огурцы Солёные,12,0,0,"1,17",,,"0,78",,,
   78 г
  ВкусВилл Молочный Шоколад с Манго,34,"2,1","1,2","3,33",,,"0,38",,,
   6 г
 Перекус/Другое,509,"22,27","3,6","49,5","1,32","21,02","26,5",,,
  ВкусВилл Молочный Шоколад с Манго,101,"6,3","3,6","9,99",,,"1,13",,,
   18 г
  Савушкин Продукт Teos Йогурт Греческий 2%,167,5,,"10,5",,,20,,,
   250 г
  ВкусВилл Паста Витаминная,107,"2,69",,"16,93",,"12,1","3,07",,,
   32 г
"  БМК Молоко 3,2%",24,"1,28",,"1,88",,,"1,2",,,
   40 г
  Бабаевский Шоколад Тёмный Люкс,110,7,,"10,2","1,32","8,92","1,1",,,
   20 г

"воскресенье, апреля 26, 2020",1795,"82,75","8,883","200,31","13,03","24,01","68,25",1561,769,282
 Завтрак,457,"26,97","6,706","11,31",1,"4,45","42,91",225,769,282
  Пятерочка Лук Репчатый,11,0,,"2,81",,,"0,38",,,
   27 г
  Олейна Масло Растительное ,36,4,"0,48",0,,0,0,,,
   4 г
  Яйцо Куриное,257,"17,84","5,681","1,53",0,"1,24","20,93",221,769,
   164 г
  Огурец (с Кожурой),29,"0,21","0,065","6,97",1,"3,21","1,25",4,0,282
   192 г
  ВкусВилл Тунец Салатный Натуральный,88,"0,92",,0,,0,"20,35",,,
   92 1/2 г
  Borges Оливковое Масло Класса Экстра,36,4,"0,48",0,,0,0,0,0,
   4 мл
 Обед,411,"16,28","1,997","60,18","5,3","2,55","6,28",811,0,
  Картошка Вареная,255,"0,3","0,077","58,98","5,3","2,55","5,48",811,0,
   312 г
  Олейна Масло Растительное ,144,"15,98","1,92",0,,0,0,,,
   16 г
  ФЭГ Огурцы Солёные,12,0,0,"1,2",,,"0,8",,,
   80 г
 Ужин,471,"9,83","0,13","86,89","3,33","15,36","12,76",,,
  Ашан Груша Вильямс,184,0,,"46,87",,,"1,75",,,
   438 г
  Магнит Банан,114,"0,13","0,13","27,9","3,33","15,36","1,92",,,
   128 г
"  Арсеньевская Ферма Кефир 3,2%",173,"9,7",,"12,12",,0,"9,09",,,
   303 г
 Перекус/Другое,456,"29,67","0,05","41,93","3,4","1,65","6,3",525,0,
  Картошка Вареная,165,"0,19","0,05","38,19","3,4","1,65","3,55",525,0,
   202 г
  Юг Руси Масло Подсолнечное Нерафинированное,67,"7,48",,0,,,0,,,
   7 1/2 г
  Ростагроэкспорт Сметана 20%,224,22,,"3,74",,,"2,75",,,
   110 г

Всего,13076,"462,87","42,958","1469,69","92,27","318,63","778,61",4323,769,2711
