#-------------------------------------------
# Food Diary Report - Detailed Report,"понедельник, мая 25, 2020","воскресенье, мая 31, 2020"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Cреднесуточная норма,Кал ( ккал),Жир( г),Углев( г),Белк( г)
Всего,1797,"95,67","126,31","113,1"
Завтрак,463,"22,63","31,64","32,44"
Обед,532,"32,66","27,75","33,52"
Ужин,651,"32,58","56,14","37,41"
Перекус/Другое,151,"7,8","10,78","9,74"

#-------------------------------------------
# Report Details
#-------------------------------------------
Дата,Кал ( ккал),Жир( г),Н/жир( г),Углев( г),Клетч( г),Сахар( г),Белк( г),Натри( мг),Холес( мг),Калий( мг)
  ВкусВилл Мука Рисовая Цельнозерновая,25,"0,06",,"5,68","0,18",,"0,38",,,
   7 г
  Молочное Царство Творог Обезжиренный,80,"1,69",,"3,1",,,"16,92",,,
   94 г
  Савушкин Продукт Teos Йогурт Греческий 2%,10,"0,3",,"0,63",,,"1,2",,,
   15 г
  Магнит Банан,134,"0,15","0,15","32,92","3,93","18,12","2,26",,,
   151 г
"  БМК Молоко 3,2%",133,"7,07",,"10,39",,,"6,63",,,
   221 г
 Обед,496,"34,63","0,079","13,35","1,86","6,77","31,29",5,0,340
  ВкусВилл Рикотта,122,"8,87",,"2,44",,"2,44",8,,,
   87 г
  Myprotein Powdered Peanut Butter ,24,"0,49",,"1,08","0,66","0,47","3,36",,,
   6 г
  ВкусВилл Сыр Фасованный Пармезан,187,"13,26",,0,,0,"16,83",,,
   51 г
  Огурец (с Кожурой),35,"0,25","0,079","8,39","1,2","3,86","1,5",5,0,340
   231 г
  Магнит Авокадо,128,"11,76",,"1,44",,,"1,6",,,
   80 г
 Ужин,756,"25,94","0,277","85,36","20,89","50,3","48,87",24,0,301
  Пятерочка Яблоко Красное ,164,"1,4",,"34,2","8,38","32,46","1,4",,,
   349 г
  Пятерочка Лук Репчатый,30,0,,"7,7",,,"1,04",,,
   74 г
  Кабачки,57,"0,35","0,072","12,55","2,8","3,02","2,4",20,0,
   250 г
  Болгарский Перец,24,"0,28","0,055","5,61","1,9","3,91","0,92",2,0,
   93 г
  Магнит Морковь Свежая,36,"0,11",,"7,73","3,14",,"1,46",,,
   112 г
  ВкусВилл Филе Грудки Цыплёнка-Бройлера,286,"17,36",,0,,0,"32,55",,,
   217 г
  Олейна Масло Растительное ,9,1,"0,12",0,,0,0,,,
   1 г
  Myprotein Powdered Peanut Butter ,28,"0,57",,"1,26","0,77","0,55","3,92",,,
   7 г
  Клубника,63,"0,59","0,03","15,13","3,9","9,18","1,32",2,0,301
   197 г
  ВкусВилл Рикотта,59,"4,28",,"1,18",,"1,18","3,86",,,
   42 г
 Перекус/Другое,,,,,,,,,,

"среда, мая 27, 2020",1801,"104,96","8,646","110,91","10,93","20,93","103,38","227,24",309,"903,72"
 Завтрак,503,"29,78","2,286","26,41","0,18","0,5","27,9","121,24",309,"344,72"
  Яйцо Куриное,103,"7,18","2,286","0,62",0,"0,5","8,42",89,309,
   66 г
  ВкусВилл Творог из Топлёного Молока 5%,46,"1,9",,"1,14",,,"6,08",,,
   38 г
  Избенка Творог Мягкий 5%,111,"5,7",,"4,56",,,"10,26",,,
   114 г
  Сметанин Ряженка 4%,8,"0,48",,"0,55",,,"0,36",,,
   12 г
  ВкусВилл Мука Рисовая Цельнозерновая,25,"0,06",,"5,68","0,18",,"0,38",,,
   7 г
  Пятерочка Яблоко Сезонное ,58,"0,5",,"12,15",,,"0,5","32,24",,"344,72"
   124 г
  Магнит Авокадо,152,"13,96",,"1,71",,,"1,9",,,
   95 г
 Обед,796,"54,69","6,02","41,36","1,85","5,66","34,47",,,
"  БМК Молоко 3,2%",136,"7,23",,"10,62",,,"6,78",,,
   226 г
  ВкусВилл Масло Сливочное Бутербродное,108,"11,68",,"0,36",,,"0,25",,,
   19 г
  ВкусВилл Рикотта,282,"20,6",,"5,66",,"5,66","18,58",,,
   202 г
"  Магнит Виноград Киш-Миш (Белый, Красный)",25,"0,04",,"6,92",,,"0,13",,,
   43 г
  Бабаевский Шоколад Люкс,154,"9,8","6,02","14,28","1,85",,"1,54",,,
   28 г
  Елизавета Хлебцы Ржаные с Отрубями,18,"0,14",,"3,52",,,"0,59",,,
   5 г
  ВкусВилл Сыр Фасованный Пармезан,73,"5,2",,0,,0,"6,6",,,
   20 г
 Ужин,502,"20,49","0,34","43,14","8,9","14,77","41,01",106,0,559
  Магнит Лук Репчатый ,37,0,,"8,11",,,"1,09",,,
   78 г
  Кабачки,60,"0,37","0,076","13,3",3,"3,2","2,54",21,0,
   265 г
  Болгарский Перец,26,"0,3","0,058","5,97",2,"4,16","0,98",2,0,
   99 г
  Морковь,48,"0,28","0,044","11,3","3,3","5,36","1,1",81,0,378
   118 г
  ВкусВилл Филе Грудки Цыплёнка-Бройлера,304,"18,4",,0,,0,"34,5",,,
   230 г
  Олейна Подсолнечное Масло,9,1,"0,12",0,,0,0,,,
   1 г
  Огурец (с Кожурой),18,"0,14","0,042","4,46","0,6","2,05","0,8",2,0,181
   123 г
 Перекус/Другое,,,,,,,,,,

"четверг, мая 28, 2020",1785,"100,37","0,35","125,66","18,25","26,45","98,37",785,0,785
 Завтрак,322,"20,71",,"13,39",,"2,77","20,18",,,
"  БМК Молоко 3,2%",136,"7,23",,"10,62",,,"6,78",,,
   226 г
  ВкусВилл Рикотта,138,"10,1",,"2,77",,"2,77","9,11",,,
   99 г
  ВкусВилл Сыр Фасованный Пармезан,48,"3,38",,0,,0,"4,29",,,
   13 г
 Обед,496,"32,96","0,103","23,91","4,7","8,93","28,48",60,0,218
  Пятерочка Лук Репчатый,18,0,,"4,68",,,"0,63",,,
   45 г
  Кабачки,35,"0,21","0,044","7,68","1,7","1,85","1,47",12,0,
   153 г
  Болгарский Перец,15,"0,17","0,034","3,44","1,1","2,39","0,56",1,0,
   57 г
  Морковь,28,"0,16","0,025","6,51","1,9","3,09","0,63",47,0,218
   68 г
  ВкусВилл Филе Грудки Цыплёнка-Бройлера,176,"10,64",,0,,0,"19,95",,,
   133 г
  Юг Руси Масло Подсолнечное Нерафинированное,144,"15,97",,0,,,0,,,
   16 г
  ВкусВилл Рикотта,80,"5,81",,"1,6",,"1,6","5,24",,,
   57 г
 Ужин,424,"16,52","0,137","57,89","6,8","8,79","13,25",706,0,459
  Картошка Вареная,206,"0,24","0,062","47,45","4,2","2,06","4,41",653,0,
   251 г
  Юг Руси Масло Подсолнечное Нерафинированное,72,"7,98",,0,,,0,,,
   8 г
  Огурец (с Кожурой),15,"0,11","0,035","3,74","0,5","1,72","0,67",2,0,151
   103 г
  Редис,21,"0,13","0,04","4,49","2,1","2,8","0,9",51,0,308
   132 г
  ВкусВилл Рикотта,110,"8,06",,"2,21",,"2,21","7,27",,,
   79 г
 Перекус/Другое,543,"30,18","0,11","30,47","6,75","5,96","36,46",19,0,108
  Магнит Авокадо,165,"15,14",,"1,85",,,"2,06",,,
   103 г
"  БМК Молоко 3,2%",55,"2,91",,"4,28",,,"2,73",,,
   91 г
  Пава Пава Фарш Нежный Индейка,216,"11,52",,0,0,0,"27,36",,,
   144 г
  Пятерочка Лук Репчатый,14,0,,"3,54",,,"0,48",,,
   34 г
  Болгарский Перец,14,"0,16","0,032","3,26","1,1","2,27","0,53",1,0,
   54 г
  Баклажан,11,"0,09","0,016","2,68","1,6","1,1","0,47",1,0,108
   47 г
  Кабачки,49,"0,3","0,062","10,79","2,4","2,59","2,06",17,0,
   215 г
  Магнит Морковь Свежая,19,"0,06",,"4,07","1,65",,"0,77",,,
   59 г

"пятница, мая 29, 2020",1798,"91,74","3,076","147,83","27,7","62,8","104,46",1193,338,1648
 Завтрак,526,"25,51","2,494","38,45","3,22","12,26","33,83",97,338,
"  БМК Молоко 3,2%",141,"7,52",,"11,04",,,"7,05",,,
   235 г
  Избенка Творог Мягкий 5%,175,9,,"7,2",,,"16,2",,,
   180 г
  Пятерочка Яблоко Красное ,59,"0,5",,"12,35","3,02","11,72","0,5",,,
   126 г
  Яйцо Куриное,113,"7,83","2,494","0,67",0,"0,54","9,19",97,338,
   72 г
  Сметанин Ряженка 4%,10,"0,6",,"0,69",,,"0,45",,,
   15 г
  ВкусВилл Мука Рисовая Цельнозерновая,28,"0,06",,"6,5","0,2",,"0,44",,,
   8 г
 Обед,355,"17,37","0,223","22,86","6,34","5,61","29,7",18,0,101
  Пятерочка Лук Репчатый,13,0,,"3,33",,,"0,45",,,
   32 г
  Магнит Морковь Свежая,18,"0,06",,"3,8","1,54",,"0,72",,,
   55 г
  Болгарский Перец,13,"0,15","0,03","3,08",1,"2,14","0,5",1,0,
   51 г
  Баклажан,11,"0,08","0,015","2,51","1,5","1,03","0,44",1,0,101
   44 г
  Кабачки,46,"0,28","0,058","10,14","2,3","2,44","1,94",16,0,
   202 г
  Пава Пава Фарш Нежный Индейка,202,"10,8",,0,0,0,"25,65",,,
   135 г
  Олейна Подсолнечное Масло,9,1,"0,12",0,,0,0,,,
   1 г
  Roi Thai Кокосовое Масло,43,5,,0,0,0,0,,,
   5 г
 Ужин,917,"48,86","0,359","86,52","18,14","44,93","40,93",1078,0,1547
  Свекла Вареная,158,"0,65","0,101","35,64","7,2","28,51","6,01",1058,0,1091
   360 г
  Юг Руси Масло Подсолнечное Нерафинированное,269,"29,94",,0,,,0,,,
   30 г
  Баклажан,11,"0,08","0,015","2,51","1,5","1,03","0,44",1,0,101
   44 г
  Болгарский Перец,13,"0,15","0,03","3,08",1,"2,14","0,5",1,0,
   51 г
  Олейна Подсолнечное Масло,9,1,"0,12",0,,0,0,,,
   1 г
  Кабачки,46,"0,28","0,058","10,14","2,3","2,44","1,94",16,0,
   202 г
  Магнит Морковь Свежая,18,"0,06",,"3,8","1,54",,"0,72",,,
   55 г
  Пятерочка Лук Репчатый,13,0,,"3,33",,,"0,45",,,
   32 г
  Roi Thai Кокосовое Масло,43,5,,0,0,0,0,,,
   5 г
  Пава Пава Фарш Нежный Индейка,202,"10,8",,0,0,0,"25,65",,,
   135 г
  ФЭГ Капуста Квашеная Сладкая,61,"0,2",,"10,2",,,"3,67",,,
   204 г
  Клубника,74,"0,7","0,035","17,82","4,6","10,81","1,55",2,0,355
   232 г
 Перекус/Другое,,,,,,,,,,

"суббота, мая 30, 2020",1801,"103,56","1,536","111,38","19,98","40,55","110,98",807,0,1769
 Завтрак,389,"23,08",,"26,06",,,"16,9",,,
"  БМК Молоко 3,2%",204,"10,88",,"15,98",,,"10,2",,,
   340 г
  Магнит Авокадо,114,"10,44",,"1,28",,,"1,42",,,
   71 г
  Мокшанский Кефир 1%,71,"1,76",,"8,8",,,"5,28",,,
   176 г
 Обед,529,"31,07","0,145","31,78","7,46","11,14","33,92",80,0,398
  Пятерочка Лук Репчатый,24,0,,"6,03",,,"0,81",,,
   58 г
  Кабачки,45,"0,28","0,057","9,94","2,2","2,39","1,9",16,0,
   198 г
  Болгарский Перец,19,"0,22","0,044","4,46","1,5","3,11","0,73",1,0,
   74 г
  Морковь,36,"0,21","0,033","8,43","2,5",4,"0,82",61,0,282
   88 г
  ВкусВилл Филе Грудки Цыплёнка-Бройлера,227,"13,76",,0,,0,"25,8",,,
   172 г
  Юг Руси Масло Подсолнечное Нерафинированное,144,"15,97",,0,,,0,,,
   16 г
  Myprotein Powdered Peanut Butter ,24,"0,49",,"1,08","0,66","0,47","3,36",,,
   6 г
  Огурец (без Кожуры),10,"0,14","0,011","1,84","0,6","1,17","0,5",2,0,116
   85 г
 Ужин,520,"32,8","0,078","19,33","4,4","8,73","38,2",72,0,653
  ВкусВилл Фрикадельки Говяжьи с Зеленью,317,"17,4",,"4,8",,,"35,4",,,
   300 г
  Юг Руси Масло Подсолнечное Нерафинированное,135,"14,97",,0,,,0,,,
   15 г
  Редис,26,"0,16","0,05","5,61","2,6","3,5","1,12",64,0,384
   165 г
  Огурец (без Кожуры),15,"0,21","0,017","2,79","0,9","1,78","0,76",3,0,175
   129 г
  Зеленый Лук,11,"0,06","0,011","2,5","0,9","0,79","0,62",5,0,94
   34 г
  Слобода Кетчуп Томатный,16,0,0,"3,63",,"2,66","0,3",,,
   19 г
 Перекус/Другое,363,"16,61","1,313","34,21","8,12","20,68","21,96",655,0,718
  Свекла Вареная,97,"0,4","0,062","21,78","4,4","17,42","3,67",647,0,667
   220 г
  Олейна Масло Растительное ,90,"9,99","1,2",0,,0,0,,,
   10 г
  Баклажан,5,"0,04","0,007","1,25","0,7","0,52","0,22",0,0,51
   22 г
  Болгарский Перец,6,"0,08","0,015","1,51","0,5","1,05","0,25",0,0,
   25 г
  Кабачки,23,"0,14","0,029","5,07","1,1","1,22","0,97",8,0,
   101 г
  Магнит Морковь Свежая,9,"0,03",,"1,86","0,76",,"0,35",,,
   27 г
  Пятерочка Лук Репчатый,7,0,,"1,66",,,"0,22",,,
   16 г
  Пава Пава Фарш Нежный Индейка,102,"5,44",,0,0,0,"12,92",,,
   68 г
  Myprotein Powdered Peanut Butter ,24,"0,49",,"1,08","0,66","0,47","3,36",,,
   6 г

Всего,10782,574,"20,676","757,85","123,58",270,"678,63","3357,24",1322,"7564,72"
