#-------------------------------------------
# Food Diary Report - Detailed Report,"понедельник, июня 1, 2020","воскресенье, июня 7, 2020"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Cреднесуточная норма,Кал ( ккал),Жир( г),Углев( г),Белк( г)
Всего,1797,"110,43","75,98","124,4"
Завтрак,547,"26,13","32,17","44,44"
Обед,686,"49,33","16,8","45,47"
Ужин,414,"26,14","18,56","25,84"
Перекус/Другое,150,"8,83","8,46","8,65"

#-------------------------------------------
# Report Details
#-------------------------------------------
Дата,Кал ( ккал),Жир( г),Н/жир( г),Углев( г),Клетч( г),Сахар( г),Белк( г),Натри( мг),Холес( мг),Калий( мг)
  Петелинка Филе Бедра Охлаждённое ,291,"21,42",,0,,,"24,48",,,
   153 г
  Магнит Авокадо,149,"13,67",,"1,67",,,"1,86",,,
   93 г
  Пятерочка Груша Сезонная ,86,"0,61",,"22,24",,,"0,82",,,
   204 г
  ВкусВилл Рикотта,155,"11,32",,"3,11",,"3,11","10,21",,,
   111 г
  Елизавета Хлебцы Вафельные,17,"0,16",,"3,48",,,"0,52",,,
   5 г
  Myprotein Powdered Peanut Butter ,12,"0,25",,"0,54","0,33","0,23","1,68",,,
   3 г
  ВкусВилл Сыр Фасованный Пармезан,135,"9,62",,0,,0,"12,21",,,
   37 г
 Перекус/Другое,,,,,,,,,,

"вторник, июня 2, 2020",1799,"118,11","2,638","62,58","3,6","9,34","121,41","143,78",338,"712,34"
 Завтрак,614,"28,66","2,494","39,08",0,"0,54","47,97","136,78",338,"425,34"
"  БМК Молоко 3,2%",129,"6,88",,"10,1",,,"6,45",,,
   215 г
  ВкусВилл Творог из Топлёного Молока 5%,217,"8,95",,"5,37",,,"28,64",,,
   179 г
  Яйцо Куриное,113,"7,83","2,494","0,67",0,"0,54","9,19",97,338,
   72 г
  Савушкин Продукт Teos Йогурт Греческий 2%,21,"0,64",,"1,34",,,"2,56",,,
   32 г
  ВкусВилл Мука Рисовая,28,"0,06",,"6,5",,,"0,44",,,
   8 г
  Пятерочка Яблоко Сезонное ,72,"0,61",,"14,99",,,"0,61","39,78",,"425,34"
   153 г
  ВкусВилл Масло Сливочное Бутербродное,34,"3,69",,"0,11",,,"0,08",,,
   6 г
 Обед,1185,"89,45","0,144","23,5","3,6","8,8","73,44",7,0,287
  Болгарский Перец,34,"0,4","0,078","7,96","2,6","5,54","1,31",3,0,
   132 г
  Магнит Авокадо,141,"12,94",,"1,58",,,"1,76",,,
   88 г
  Mr. Ricco Майонез на Перепелином Яйце 67%,232,"25,46",,"0,76",,,"0,15",,,
   38 г
  ВкусВилл Салатный Микс Прованс,32,"0,6",,4,,,"2,6",,,
   200 г
  Куриное Царство Голень с Кожей,580,"40,6",,0,,,"55,1",,,
   290 г
  ВкусВилл Сыр Фасованный Пармезан,110,"7,8",,0,,0,"9,9",,,
   30 г
"  БМК Молоко 3,2%",27,"1,44",,"2,12",,,"1,35",,,
   45 г
  Огурец (с Кожурой),29,"0,21","0,066","7,08",1,"3,26","1,27",4,0,287
   195 г
 Ужин,,,,,,,,,,
 Перекус/Другое,,,,,,,,,,

"среда, июня 3, 2020",1796,"104,77",2,"90,9","2,13","13,31","120,71","121,62",183,"1137,86"
 Завтрак,520,"26,62","1,373","28,19","0,73","2,91","40,79","70,38",183,"269,14"
"  БМК Молоко 3,2%",138,"7,36",,"10,81",,,"6,9",,,
   230 г
  ВкусВилл Рикотта,66,"4,79",,"1,32",,"1,32","4,32",,,
   47 г
  ВкусВилл Сыр Фасованный Пармезан,66,"4,68",,0,,0,"5,94",,,
   18 г
  Огурец (с Кожурой),10,"0,07","0,022","2,32","0,3","1,07","0,42",1,0,94
   64 г
  Myprotein Powdered Peanut Butter ,12,"0,25",,"0,54","0,33","0,23","1,68",,,
   3 г
  ВкусВилл Творог из Топлёного Молока 5%,113,"4,65",,"2,79",,,"14,88",,,
   93 г
  Яйцо Куриное,61,"4,24","1,351","0,36",0,"0,29","4,98",53,183,
   39 г
  Савушкин Продукт Teos Йогурт Греческий 2%,10,"0,3",,"0,63",,,"1,2",,,
   15 г
  ВкусВилл Мука Рисовая Цельнозерновая,14,"0,03",,"3,25","0,1",,"0,22",,,
   4 г
  Пятерочка Яблоко Сезонное ,30,"0,25",,"6,17",,,"0,25","16,38",,"175,14"
   63 г
 Обед,429,"30,28","0,085","12,7","1,2","4,18","28,23",5,0,368
  ВкусВилл Говядина Тушёная,345,"27,54",,0,,0,"24,3",,,
   162 г
  Огурец (с Кожурой),38,"0,28","0,085","9,08","1,2","4,18","1,62",5,0,368
   250 г
"  БМК Молоко 3,2%",46,"2,46",,"3,62",,,"2,31",,,
   77 г
 Ужин,398,"21,37","0,542","24,63","0,2","1,18","25,73",1,0,17
  Магнит Авокадо,118,"10,88",,"1,33",,,"1,48",,,
   74 г
  ВкусВилл Айсберг Мытый Резанный,33,"0,2",,6,,,"1,8",,,
   200 г
  ВкусВилл Сыр Пармезан Крошка,55,"3,9",,0,,,"4,95",,,
   15 г
  Ашан Помидор,68,"0,68",,"14,28",,,"2,04",,,
   340 г
  Myprotein Impact Whey Protein Mango,77,"1,2",0,"1,44",,"1,04","15,2",,,
   20 г
  Пятерочка Лук Репчатый,5,0,,"1,14",,,"0,15",,,
   11 г
  Олейна Масло Растительное ,40,"4,5","0,54",0,,0,0,,,
   4 1/2 г
  Зеленый Лук,2,"0,01","0,002","0,44","0,2","0,14","0,11",1,0,17
   6 г
 Перекус/Другое,449,"26,5",,"25,38",,"5,04","25,96","45,24",,"483,72"
"  БМК Молоко 3,2%",42,"2,24",,"3,29",,,"2,1",,,
   70 г
  ВкусВилл Рикотта,252,"18,36",,"5,04",,"5,04","16,56",,,
   180 г
  Пятерочка Яблоко Сезонное ,82,"0,7",,"17,05",,,"0,7","45,24",,"483,72"
   174 г
  ВкусВилл Сыр Фасованный Пармезан,73,"5,2",,0,,0,"6,6",,,
   20 г

Всего,5392,"331,29","7,059","227,94","7,26","31,32","373,21","398,84",840,"2529,52"
