#-------------------------------------------
# Food Diary Report - Detailed Report,"понедельник, мая 4, 2020","воскресенье, мая 10, 2020"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Cреднесуточная норма,Кал ( ккал),Жир( г),Углев( г),Белк( г)
Всего,1792,"62,59","142,18","153,16"
Завтрак,446,"14,98","37,04","40,41"
Обед,502,"9,1","45,41","42,96"
Ужин,412,"20,84","22,88","34,95"
Перекус/Другое,432,"17,66","36,86","34,83"

#-------------------------------------------
# Report Details
#-------------------------------------------
Дата,Кал ( ккал),Жир( г),Н/жир( г),Углев( г),Клетч( г),Сахар( г),Белк( г),Натри( мг),Холес( мг),Калий( мг)
  Пятерочка Лук Репчатый,16,0,,"4,06",,,"0,55",,,
   39 г
  Молочное Царство Творог Обезжиренный,60,"1,26",,"2,31",,,"12,6",,,
   70 г
  Огурец (с Кожурой),10,"0,07","0,022","2,36","0,3","1,09","0,42",1,0,96
   65 г

"вторник, мая 5, 2020",1796,"70,95","8,352","139,04","11,51","33,99","153,53",246,806,1010
 Завтрак,454,"8,9",,"54,32","4,25","16,46","38,29",,,
  Савушкин Продукт Teos Йогурт Греческий 2%,253,"7,58",,"15,92",,,"30,32",,,
   379 г
"  Ростагроэкспорт Творог Обезжиренный 1,7%",36,"0,61",,"1,19",,,"6,48",,,
   36 г
  ВкусВилл Чернослив без Косточки ,82,0,,"19,86",,,"0,78",,,
   34 г
  Пятерочка Яблоко Красное ,83,"0,71",,"17,35","4,25","16,46","0,71",,,
   177 г
 Обед,322,"12,48","0,081","19,08","3,32","6,29","34,89",5,0,350
  VPLab Nutrition  Platinum Whey,158,"2,76",,"2,96","0,36","2,32","30,04",,,
   40 г
  Огурец (с Кожурой),36,"0,26","0,081","8,64","1,2","3,97","1,55",5,0,350
   238 г
  Азовская Кондитерская Фабрика Козинак Подсолнечный,128,"9,46",,"7,48","1,76",,"3,3",,,
   22 г
 Ужин,611,"39,04","8,173","21,8","0,8","4,01","43,42",235,806,238
  Олейна Масло Растительное ,162,"17,98","2,16",0,,0,0,,,
   18 г
  Ашан Помидор,39,"0,39",,"8,15",,,"1,16",,,
   194 г
  Пятерочка Лук Репчатый,11,0,,"2,7",,,"0,36",,,
   26 г
"  Ростагроэкспорт Творог Обезжиренный 1,7%",106,"1,78",,"3,46",,,"18,9",,,
   105 г
  Яйцо Куриное,269,"18,71","5,958","1,61",0,"1,3","21,95",232,806,
   172 г
  Огурец (с Кожурой),24,"0,18","0,055","5,88","0,8","2,71","1,05",3,0,238
   162 г
 Перекус/Другое,409,"10,53","0,098","43,84","3,14","7,23","36,93",6,0,422
  VPLab Nutrition  Platinum Whey,165,"2,9",,"3,11","0,38","2,44","31,54",,,
   42 г
  ВкусВилл Чернослив без Косточки ,102,0,,"24,53",,,"0,97",,,
   42 г
  Огурец (с Кожурой),43,"0,32","0,098","10,42","1,4","4,79","1,87",6,0,422
   287 г
  Азовская Кондитерская Фабрика Козинак Подсолнечный,99,"7,31",,"5,78","1,36",,"2,55",,,
   17 г

"среда, мая 6, 2020",1789,"57,78","0,097",173,"13,38","33,26","151,7",6,0,420
 Завтрак,479,"13,75",,"40,29","6,57","26,62","46,69",,,
  VPLab Nutrition  Platinum Whey,197,"3,45",,"3,7","0,45","2,9","37,55",,,
   50 г
  Пятерочка Яблоко Красное,120,"1,02",,"24,99","6,12","23,72","1,02",,,
   255 г
  Избенка Кефир Обогащенный Лактулозой и 10 Витаминами 3.2%,162,"9,28",,"11,6",,,"8,12",,,
   290 г
 Обед,427,"1,48",,"56,37","1,12",0,"48,13",,,
  ВкусВилл Соус-Салат "Скандинавский" из Огурцов с Горчицей,57,"0,18",,"12,98","1,12",,"0,41",,,
   59 г
  ВкусВилл Тунец Салатный Натуральный,88,"0,92",,0,,0,"20,35",,,
   92 1/2 г
  Lutik Шампиньоны Резаные,12,"0,2",,"0,88",,,"1,57",,,
   98 г
  Еко Зелёный Горошек,92,0,,"15,6",,,"7,44",,,
   240 г
"  Valio Творог Мягкий 0,1%",108,"0,18",,"9,36",,0,"18,36",,,
   180 г
  ВкусВилл Варенье из Слив с Лимоном и Имбирем,70,0,,"17,55",,,0,,,
   27 г
 Ужин,367,"18,66","0,097","28,79","1,4","4,78","24,83",6,0,420
  Юг Руси Масло Подсолнечное Нерафинированное,90,"9,98",,0,,,0,,,
   10 г
  Ашан Помидор,75,"0,75",,"15,71",,,"2,24",,,
   374 г
  Пятерочка Лук Репчатый,10,0,,"2,5",,,"0,34",,,
   24 г
  Огурец (с Кожурой),43,"0,31","0,097","10,38","1,4","4,78","1,86",6,0,420
   286 г
  Mr. Ricco Майонез на Перепелином Яйце 67%,61,"6,7",,"0,2",,,"0,04",,,
   10 г
  ВкусВилл Тунец Салатный Натуральный,88,"0,92",,0,,0,"20,35",,,
   92 1/2 г
 Перекус/Другое,516,"23,89",,"47,55","4,29","1,86","32,05",,,
  VPLab Nutrition  Platinum Whey,126,"2,21",,"2,37","0,29","1,86","24,03",,,
   32 г
  Азовская Кондитерская Фабрика Козинак Подсолнечный,290,"21,5",,17,4,,"7,5",,,
   50 г
"  Магнит Виноград Киш-Миш (Белый, Красный)",100,"0,18",,"28,18",,,"0,52",,,
   175 г

"четверг, мая 7, 2020",1794,"51,62","0,258","116,03","6,58","17,57","154,86",24,0,1261
 Завтрак,325,"6,54",,"26,49","0,36","2,32","37,03",,,
  Ашан Помидор,36,"0,36",,"7,52",,,"1,07",,,
   179 г
  Пятерочка Груша Красная,89,"0,99",,"15,2",,,"1,06",,,
   152 г
  VPLab Nutrition  Platinum Whey,158,"2,76",,"2,96","0,36","2,32","30,04",,,
   40 г
  Мокшанский Творог 9%,42,"2,43",,"0,81",,,"4,86",,,
   27 г
 Обед,966,"19,68","0,055","61,13","0,8","2,71","72,55",3,0,238
  Огурец (с Кожурой),24,"0,18","0,055","5,88","0,8","2,71","1,05",3,0,238
   162 г
  ВкусВилл Каша Гречневая с Говядиной ,942,"19,5",,"55,25",,,"71,5",,,
   325 г
 Ужин,147,"11,16",,"0,81","0,24",0,"11,05",,,
  ВкусВилл Арахисовая Паста Классическая,45,"3,88",,"0,81","0,24",0,"1,81",,,
   7 г
  ВкусВилл Сыр Фасованный Пармезан,102,"7,28",,0,,0,"9,24",,,
   28 г
 Перекус/Другое,356,"14,24","0,203","27,6","5,18","12,54","34,23",21,0,1023
  Помидоры,68,"0,76","0,175","14,9","4,6","9,99","3,34",19,0,901
   380 г
  Огурец (с Кожурой),12,"0,09","0,028","3,01","0,4","1,39","0,54",2,0,122
   83 г
  ВкусВилл Сыр Фасованный Пармезан,168,"11,96",,0,,0,"15,18",,,
   46 г
  VPLab Nutrition  Platinum Whey,79,"1,38",,"1,48","0,18","1,16","15,02",,,
   20 г
"  Магнит Виноград Киш-Миш (Белый, Красный)",29,"0,05",,"8,21",,,"0,15",,,
   51 г

"пятница, мая 8, 2020",1780,"54,28","3,128","183,2","22,51","85,98","150,22",124,366,905
 Завтрак,514,"25,85",0,"34,09",,0,"37,03",,,
  Ашан Помидор,33,"0,33",,"7,01",,,1,,,
   167 г
  ВкусВилл Моцарелла для Пиццы,142,"11,4",,"0,86",,0,"9,12",,,
   57 г
  Савушкин Продукт Teos Йогурт Греческий 2%,130,"3,9",,"8,19",,,"15,6",,,
   195 г
  Персидский Базар Виноград Сушеный,42,0,0,"10,65",,,0,,,
   15 г
  ВкусВилл Сыр Фасованный Пармезан,73,"5,2",,0,,0,"6,6",,,
   20 г
"  БМК Молоко 3,2%",94,"5,02",,"7,38",,,"4,71",,,
   157 г
 Обед,382,"3,01","0,25","57,9","6,91","32,56","33,82",,,
  Магнит Банан,224,"0,25","0,25","54,94","6,55","30,24","3,78",,,
   252 г
  VPLab Nutrition  Platinum Whey,158,"2,76",,"2,96","0,36","2,32","30,04",,,
   40 г
 Ужин,458,"19,41","2,702","28,87","0,15","0,59","49,02",105,366,
  Мокшанский Творог 9%,86,"4,95",,"1,65",,,"9,9",,,
   55 г
  Ростагроэкспорт Творог Обезжиренный 0%,40,"0,85",,"1,55",,,"8,46",,,
   47 г
  Молочное Царство Творог Обезжиренный,94,"1,98",,"3,63",,,"19,8",,,
   110 г
  Яйцо Куриное,122,"8,48","2,702","0,73",0,"0,59","9,96",105,366,
   78 г
  Молочное Царство Сметана 10%,15,"1,3",,"0,51",,,"0,35",,,
   13 г
  Ростагроэкспорт Сметана 20%,18,"1,8",,"0,31",,,"0,22",,,
   9 г
  ВкусВилл Мука Рисовая Цельнозерновая,21,"0,05",,"4,87","0,15",,"0,33",,,
   6 г
  Персидский Базар Виноград Сушеный,62,0,0,"15,62",,,0,,,
   22 г
 Перекус/Другое,426,"6,01","0,176","62,34","15,45","52,83","30,35",19,0,905
"  БМК Молоко 3,2%",24,"1,28",,"1,88",,,"1,2",,,
   40 г
  Пятерочка Яблоко Красное ,207,"1,76",,"43,12","10,56","40,92","1,76",,,
   440 г
  Помидоры,69,"0,76","0,176","14,97","4,6","10,05","3,36",19,0,905
   382 г
  VPLab Nutrition  Platinum Whey,126,"2,21",,"2,37","0,29","1,86","24,03",,,
   32 г

"суббота, мая 9, 2020",1793,"64,31","6,729","124,54","4,75","22,69","156,66",237,811,285
 Завтрак,440,"13,82","0,13","40,3","3,3","15,24","42,99",,,
  Савушкин Продукт Teos Йогурт Греческий 2%,167,5,,"10,5",,,20,,,
   250 г
  Молочное Царство Творог Обезжиренный,54,"1,15",,"2,11",,,"11,52",,,
   64 г
  Магнит Банан,113,"0,13","0,13","27,69","3,3","15,24","1,9",,,
   127 г
  ВкусВилл Сыр Фасованный Пармезан,106,"7,54",,0,,0,"9,57",,,
   29 г
 Обед,461,"9,54",,"27,03",,,"34,98",,,
  ВкусВилл Каша Гречневая с Говядиной ,461,"9,54",,"27,03",,,"34,98",,,
   159 г
 Ужин,421,"14,66",,"32,26","0,45","2,9","41,61",,,
  Ашан Помидор,123,"1,23",,"25,75",,,"3,68",,,
   613 г
  Пятерочка Лук Репчатый,11,0,,"2,81",,,"0,38",,,
   27 г
  Юг Руси Масло Подсолнечное Нерафинированное,90,"9,98",,0,,,0,,,
   10 г
  VPLab Nutrition  Platinum Whey,197,"3,45",,"3,7","0,45","2,9","37,55",,,
   50 г
 Перекус/Другое,471,"26,29","6,599","24,95",1,"4,55","37,08",237,811,285
  Олейна Масло Растительное ,40,"4,5","0,54",0,,0,0,,,
   4 1/2 г
  Яйцо Куриное,271,"18,82","5,993","1,62",0,"1,31","22,08",233,811,
   173 г
  Ашан Помидор,40,"0,4",,"8,48",,,"1,21",,,
   202 г
  Пятерочка Лук Репчатый,16,0,,"3,95",,,"0,53",,,
   38 г
  Молочное Царство Творог Обезжиренный,51,"1,08",,"1,98",,,"10,8",,,
   60 г
  Огурец (с Кожурой),29,"0,21","0,066","7,04",1,"3,24","1,26",4,0,285
   194 г
"  БМК Молоко 3,2%",24,"1,28",,"1,88",,,"1,2",,,
   40 г

"воскресенье, мая 10, 2020",1795,"69,61","0,136","117,86","6,65","25,84","150,11",8,0,586
 Завтрак,461,"24,12",,"21,79","0,45","2,9","40,1",,,
  Ашан Помидор,71,"0,71",,"14,87",,,"2,12",,,
   354 г
  VPLab Nutrition  Platinum Whey,197,"3,45",,"3,7","0,45","2,9","37,55",,,
   50 г
  Юг Руси Масло Подсолнечное Нерафинированное,180,"19,96",,0,,,0,,,
   20 г
  Пятерочка Лук Репчатый,13,0,,"3,22",,,"0,43",,,
   31 г
 Обед,506,"10,11","0,064","34,87","0,9","3,14","37,52",4,0,276
  ВкусВилл Каша Гречневая с Говядиной,478,"9,9",,"28,05",,,"36,3",,,
   165 г
  Огурец (с Кожурой),28,"0,21","0,064","6,82","0,9","3,14","1,22",4,0,276
   188 г
 Ужин,432,"18,7",,"27,65","4,2","16,28","37,2",,,
  ВкусВилл Сыр Фасованный Пармезан,183,13,,0,,0,"16,5",,,
   50 г
  Савушкин Продукт Teos Йогурт Греческий 2%,167,5,,"10,5",,,20,,,
   250 г
  Пятерочка Яблоко Красное ,82,"0,7",,"17,15","4,2","16,28","0,7",,,
   175 г
 Перекус/Другое,396,"16,68","0,072","33,55","1,1","3,52","35,29",4,0,310
  Савушкин Продукт Teos Йогурт Греческий 2%,167,5,,"10,5",,,20,,,
   250 г
  Молочное Царство Творог Обезжиренный,65,"1,37",,"2,51",,,"13,68",,,
   76 г
  Roi Thai Кокосовое Масло,86,10,,0,0,0,0,,,
   10 г
"  Магнит Виноград Киш-Миш (Белый, Красный)",46,"0,08",,"12,88",,,"0,24",,,
   80 г
  Огурец (с Кожурой),32,"0,23","0,072","7,66","1,1","3,52","1,37",4,0,310
   211 г

Всего,12546,"438,1","25,632","995,29","76,92","252,86","1072,11",1332,2836,4784
